Date,Headline,Summary
The Beat with Ari Melber - 7:28 PM 3/20/2019,Trump exposed for undercutting trafficking victim protections,"The Trump administration is cracking down on key protections for victims of human trafficking, an international crisis impacting 40 million victims. MSNBC Chief Legal Correspondent, Ari Melber, examines how while invoking victims of trafficking as..."
Hardball with Chris Matthews - 7:18 PM 3/20/2019,Omarosa: Trump obsessed with McCain cause ‘he'll never be the...,"President Trump, who is juggling a trade war with China, a supposed national emergency at the border, and failing negotiations with North Korea, escalated his feud with the husband of adviser Kellyanne Conway and continued to blast the late Senator John"
Deadline: White House - 5:53 PM 3/20/2019,Trump escalates feud with top advisor’s 'Husband from Hell',"Former Congressman David Jolly, Vanity Fair’s Emily Jane Fox, former DOJ spox Matt Miller, former DNC senior advisor Doug Thornell, and NYT Mag’s Mark Leibovich on Trump’s growing feud with George Conway as he continues to insult the late Senator McCain"
Deadline: White House - 5:53 PM 3/20/2019,Trump greenlights Mueller report release with Trumpian spin he...,"WaPo’s Aaron Blake, Vanity Fair’s Emily Jane Fox, former DOJ spox Matt Miller, former DNC senior advisor Doug Thornell, and NYT Mag’s Mark Leibovich on Trump’s latest attempt to spin the looming Mueller report"
MTP Daily - 5:52 PM 3/20/2019,"The electoral college is ‘genius,’ Trump says, after he wanted...","Trump said the electoral college is rigged. Now, he thinks it’s genius."
MTP Daily - 5:30 PM 3/20/2019,Why is the GOP silent as President Trump attacks McCain?,"Former Congressman Carlos Curbelo (R-Fla.) and Charlie Sykes join Chuck Todd to discuss how Republicans have responded to the president’s most recent tirade against the late John McCain. “This is not a policy question, this is a question of common..."
Steve Benen The Rachel Maddow Show - 5:30 PM 3/20/2019,"Wednesday's Mini-Report, 3.20.19",Today's edition of quick hits.
Andrea Mitchell Reports - 5:21 PM 3/20/2019,"Meghan McCain reacts to Trump’s attacks on John McCain, says...","Following a resurgence of President Trump’s verbal attacks on the late Sen. John McCain, Meghan McCain spoke out on “The View” about the renewed criticism of her father. McCain claimed Trump is “so jealous” of her father, and called the attacks a ..."
4:37 PM 3/20/2019,Trump laments lack of thanks for giving McCain 'the kind of...,"President Trump tries to take credit for giving the late John McCain “the kind of funeral that he wanted,” and laments that “I didn’t get thank you” for doing so."
4:25 PM 3/20/2019,DC Attorney General on Trump hotel emoluments lawsuit,"Ali Velshi talks with Washington, DC Attorney General Karl Racine about reports that federal judges were skeptical about a lawsuit filed by DC and Maryland arguing that President Trump is violating the Constitution by illegally profiting from his"
3:55 PM 3/20/2019,Trump says last ISIS stronghold will be gone by tonight,Matt McBradley reports live from eastern Syria on the conditions on the ground at Baghouz after President Trump asserted today that the last ISIS stronghold will be gone by tonight.
2:27 PM 3/20/2019,"Preet Bharara: Trump wants people 'loyal to him, not the...","Preet Bharara, Former U.S. Attorney with the Southern District of New York and author of the new book ""Doing Justice: a Prosecutor's Thoughts on Crime, Punishment, and the Rule of Law,"" joins MSNBC's Katy Tur to discuss the President's impact on public"
2:25 PM 3/20/2019,Will Democrats choose someone new or the old guard?,"As President Trump makes his tenth trip to Ohio since taking office, Democrats are facing a choice: the new or old guard? Stephanie Ruhle and Ali Velshi are joined by NBC’s Garrett Haake and Politico Senior Washington Correspondent Anna Palmer to discuss"
2:22 PM 3/20/2019,What’s really going on with manufacturing jobs in the U.S.?,"President Trump is on his way to Lima, Ohio, a midwest manufacturing center. Ali Velshi and Stephanie Ruhle are joined by CNBC Editor-at-Large John Harwood to discuss the state of manufacturing jobs in the U.S. -- what President Trump has been saying what"
1:52 PM 3/20/2019,Trump claims last ISIS stronghold in Syria will be 'gone by...,"President Trump said that the U.S. will leave 400 troops in Syria and the last of the ISIS stronghold there will be “gone by tonight.” The president compared a map of previous ISIS territorial holdings from when he took office to their current status,..."
Andrea Mitchell Reports - 1:45 PM 3/20/2019,Netanyahu to visit White House next week ahead of Israel...,"As Secretary of State Pompeo meets abroad with Benjamin Netanyahu, the White House announced Wednesday that the Israeli prime minister will visit President Trump next week while he is in the United States for the American Israel Public Affairs Committee"
Andrea Mitchell Reports - 1:01 PM 3/20/2019,Trump on Mueller report: 'Let it come out. Let people see it.',"While taking questions from reporters on the White House South Lawn, President Trump said he has ""no idea"" when the Mueller report will be released, and when asked about the nature of its eventual release, said ""Let it come out. Let people see it. That's"
Steve Benen The Rachel Maddow Show - 12:55 PM 3/20/2019,White House concedes Trump's economic promises come with fine print,"Trump said the Republican tax breaks would create strong economic growth for many years. Now, the White House is quietly adding some fine print to the promise."
Andrea Mitchell Reports - 12:19 PM 3/20/2019,Presidential candidate Julián Castro tackles Trump and 2020...,"Democratic Presidential Candidate Julián Castro is the former mayor of San Antonio and former Secretary of Housing and Urban Development in the Obama Administration, he joins Kasie Hunt to talk about President Trump and what separates him from his 2020"
Steve Benen The Rachel Maddow Show - 11:20 AM 3/20/2019,Trump reportedly tries to take control of North Korea negotiations,"Following failed talks, Trump has reportedly taken ""increased control"" North Korea negotiations, which has meant ""sidelining his own top negotiator."""
Morning Joe  - 11:19 AM 3/20/2019,Can Trump repair his poll numbers among women?,"The Morning Joe panel discusses the state of the Democratic field and if there's enough room for John Kerry if he chooses to jump in the race. Also, can the president fix his poll numbers with women? Tom Bevan, Kasie Hunt and Jeff Greenfield discuss."
MSNBC Live with Stephanie Ruhle - 10:48 AM 3/20/2019,"Author says Jared Kushner, Ivanka Trump only seek personal...","A new, explosive book dives into Jared Kushner and Ivanka Trump’s role in the Trump administration, claiming they are essentially only out to better themselves, not the American people. The author of that book, Vicky Ward, joins Stephanie Ruhle to explain"
Steve Benen The Rachel Maddow Show - 10:46 AM 3/20/2019,"On the electoral college, Trump dramatically changes direction","Donald Trump once described the electoral college as ""a disaster for a democracy."" He still opposed it 11 months ago. Now, he's changed his mind."
MSNBC Live with Stephanie Ruhle - 10:44 AM 3/20/2019,"Trump vs. Media, McCain, Conway","President Trump has been on a tear over the last few days going after everything from big tech, to social media, to the late Senator John McCain and George Conway. Stephanie Ruhle is joined by Princeton University Professor Eddie Glaude and Associate"
MSNBC Live with Stephanie Ruhle - 10:42 AM 3/20/2019,"President Trump lashes out at media, McCain and others","President Trump is has been attacking media outlets, big tech and others while warning about collusion against Republicans and threatening an investigation. Stephanie Ruhle breaks down why the president is upset despite him using these companies to propel"
MSNBC Live with Stephanie Ruhle - 10:27 AM 3/20/2019,"Trump, George Conway Twitter feud continues into second day","The husband of presidential adviser Kellyanne Conway, George Conway, is going at it with President Trump, who is now calling from a ""husband from hell."" NBC’s Kristen Welker reports."
Steve Benen The Rachel Maddow Show - 10:07 AM 3/20/2019,Trump admin loses in court 'because they're not doing their homework',"Tthey're losing, not because nefarious liberals in black robes are being unfair, but because too often, Team Trump doesn't know what it's doing."
Steve Benen The Rachel Maddow Show - 9:20 AM 3/20/2019,Some Republicans eye constitutional amendment to block court packing,Some Republicans now want a constitutional amendment to cap the Supreme Court at nine justices. The party hasn't always felt this way.
Steve Benen The Rachel Maddow Show - 8:00 AM 3/20/2019,Trump takes pride in foreign embrace of 'fake news' label,"The United States has long prioritized exporting American values. We were reminded yesterday, however, about what happens when we export Trump's values."
Morning Joe  - 6:53 AM 3/20/2019,The president also goes after George Conway,"In addition to stepping up his attacks on the late Sen. John McCain, the president is also going after George Conway, the spouse of his counselor Kellyanne Conway. Trump, on Twitter, referred to George Conway as a 'total loser.'"
Morning Joe  - 6:43 AM 3/20/2019,Has Trump brainwashed GOP against McCain?,"The president yet again expressed his thoughts on the late Sen. John McCain on Monday, saying he was never a fan and never will be. Has Trump brainwashed the GOP on McCain? The panel discusses."
