Date,Headline,Summary
"Mar 20, 2019",Time to toss the Electoral College? Here's why it's not as simple as 2020 Democrats want it to be,The Electoral College was an ingenious system constructed by the Founding Fathers to accommodate a large and growing republic. It wasn’t meant to be purely democratic.
"Mar 20, 2019","Matt Gaetz: President 'frustrated' over criticism from Kellyanne Conway's husband, George","Rep. Matt Gaetz, R-Fla., told Fox News on Wednesday that while he would prefer President Trump not focus on White House counselor Kellyanne Conway's husband -- and frequent critic -- George Conway, he believes the president simply has been frustrated."
"Mar 20, 2019",Does smoking marijuana increase your chances of developing psychosis?,"Guests: Steven Camarota, Jonathan Harris, Joe Bastardi, Dana Loesch, Harmeet Dhillon, Tyler O'Neil"
"Mar 20, 2019","AOC stars in GOP congressional ad: 'Bless her heart, she has some terrible ideas'","Less than three months after taking office, New York Democrat Rep. Alexandria Ocasio-Cortez, whose favorability numbers have plummeted in some recent polls,  is already front and center in a GOP congressional candidate's upcoming campaign advertisement."
"Mar 20, 2019",'Full worm supermoon' lights up the sky in stunning pictures,"Skygazers are enjoying the ‘full worm supermoon,’ the third and final supermoon of 2019."
"Mar 20, 2019",Schedule glitches lead judge to deny deportation request,Scheduling glitches led an immigration judge to deny a Trump administration request to order four migrants deported because they failed to appear for initial hearings in the U.S. while being forced to wait in Mexico.
"Mar 20, 2019","Reports: John Walker Lindh won't renounce Islamism, but will go free in May","Guests: Mitch Daniels, John Delaney, Devin Nunes"
"Mar 20, 2019",President Trump and Kellyanne Conway's husband locked in a war of words,"Guests: Matt Gaetz, Rochelle Ritchie, Johnny Walker, Mark Walker"
"Mar 20, 2019",AP FACT CHECK: Trump's slam on McCain ignores who aided vets,President Donald Trump's posthumous slam on Sen. John McCain flips reality on its head when it comes to who gave veterans the option to see a private doctor at public expense.
"Mar 20, 2019",President Trump takes heat for attacks on John McCain,"Guests: Donna Brazile, Susan Ferrechio"
"Mar 20, 2019",New Jersey teen claims Trump support cost him entry into National Honor Society,"A Holmdel, N.J., teen who was denied entry into the National Honor Society says his support for President Trump was viewed as a “character flaw.”"
"Mar 20, 2019",Kellyanne Conway defends President Trump's response to her husband's attacks,Trump rips George Conway in high-profile Twitter feud; reaction and analysis on 'The Five.'
"Mar 20, 2019",Electoral College is needed – It ensures all parts of US are represented in White House,Some Democrats want to abolish the Electoral College. That's a bad idea that would hurt rural America.
"Mar 20, 2019",'Great personal regret' that UK won't leave EU with deal next week: Theresa May,the United Kingdom will not leave the European Union with a divorce agreement next week as previously scheduled
"Mar 20, 2019","Remember Solyndra? Loss of taxpayer millions now seems forgotten, expert says",It's been exactly ten years since the Solyndra solar power company accepted a loan of half a billion taxpayer dollars that would never be repaid. Now one industry expert says he's not sure any lessons have been learned in the years since.
"Mar 20, 2019",Son of Antonin Scalia responds to some 2020 Democrats’ push to add more justices to the SCOTUS bench,"Guests: Alan Knuckman, Danielle DiMartino Booth, Matt Braynard, Chris Scalia, Bill McGurn, Kirk Lippold, Danielle McLaughlin, Deneen Borelli, Jon Summers, Francesca Chambers"
"Mar 20, 2019",Biden looks to donors as he prepares to enter race,How quickly could he raise donations?
"Mar 20, 2019","Trump rips into McCain's legacy, support for Iraq War during speech to Ohio plant workers","President Trump continued his attack on the late Sen. John McCain, R-Ariz., on Wednesday during a speech to workers at an Army tank plant in Ohio – slamming the deceased lawmaker for his support of the United States’ wars in the Middle East and his infamous vote against repealing and replacing the Affordable Care Act."
"Mar 20, 2019",UN rights chief: US sanctions could deepen Venezuelan crisis,The United Nation's high commissioner for human rights says recent U.S. sanctions that are aimed to topple Venezuelan President Nicolas Maduro threaten to deep the nation's crisis.
"Mar 20, 2019","Rep. Khanna: Impeachment talks premature, Pelosi focused on the positive","Rep. Ro Khanna, D-Calif., said that while his constituents do want a transparent investigation into President Donald Trump, the call for impeachment is premature."
"Mar 20, 2019",Senators rally around McCain legacy after fresh barrage of Trump attacks,"Senators on both sides of the aisle rallied to the defense of the late Sen. John McCain, R-Ariz., on Wednesday, after President Trump launched a fresh round of attacks against the senator’s legacy this week."
"Mar 20, 2019","Jenny McCarthy dishes on co-hosting 'The View,' rips creator Barbara Walters: 'I was miserable'","Jenny McCarthy described her time co-hosting ""The View"" as ""miserable"" in an excerpt from a new book and slammed creator Barbara Walters, comparing her with the mother in the film ""Mommie Dearest."""
"Mar 20, 2019",Beto O'Rourke slams Israeli leader Netanyahu as ally of 'racists',"Beto O’Rourke is taking aim at embattled Israeli Prime Minister Benjamin Netanyahu, claiming the steadfast ally of Republican President Donald Trump “has openly sided with racists.”"
"Mar 20, 2019",Stuart Varney: Amazon's Jeff Bezos and the tangled mess of his extra-marital affair,"Amazon founder Jeff Bezos had an affair with Lauren Sanchez. Racy texts and explicit photos appeared which proved the affair had indeed taken place. Bezos, using his vast fortune, launched an investigation into just who had released the damning material. His team had speculated that maybe President Trump had had something to do with it."
"Mar 20, 2019","Trump displays Syria map detailing ISIS territory loss, vows terror network ‘will be gone by tonight’","President Trump on Wednesday brandished a striking map showing how the Islamic State’s presence in Syria has diminished since he took office, while vowing the deadly terrorist network will be gone “by tonight” as he showed reporters the tiny spot representing their last stand. "
"Mar 20, 2019",US bristles at Germany's defense budget plans after it falls short,"The United States is bristling at the suggestion Germany might miss its own defense spending target, which is already short of the NATO goal."
"Mar 20, 2019",Fake tweet claiming Tom Ford called Melania Trump a 'glorified escort' with 'bad taste in men' goes viral,Tom Ford on Tuesday slammed a fake tweet claiming he refused to dress first lady Melania Trump and called her a “glorified escort” with “bad taste in men” — a post that became a trending topic on Twitter despite being fabricated.
